member_number,member_seed,epoch,training_nll,training_mean_mae,training_supported_variance_mean,development_nll,development_mean_mae,development_supported_variance_mean,development_minimum_clamp_fraction,development_maximum_clamp_fraction,learning_rate,gradient_updates_this_epoch,cumulative_gradient_updates,maximum_raw_gradient_norm,training_seconds,development_seconds,improved,best_epoch,best_development_nll,best_development_mean_mae,epochs_without_improvement
3,20260722,14,-0.3098396618393068,0.2090881597134167,0.085042575787211,-0.3619636595289003,0.2133778714834186,0.0789522760083537,0.039296500550609,0.0,0.0005,719,10066,458.8022155761719,108.16680317200009,9.750929392999751,True,14,-0.3619636595289003,0.2133778714834186,0
3,20260722,15,-0.3042207461377849,0.2089247145961459,0.0853988215201305,-0.3205486982840582,0.2111273616794586,0.0749598525041811,0.0056501505703096,0.0,0.0005,719,10785,424.93450927734375,108.3794805159996,9.64491139599886,False,14,-0.3619636595289003,0.2133778714834186,1
3,20260722,16,-0.319443295389163,0.2077166036933294,0.0840052776110496,-0.2009136424750218,0.2151720296800581,0.0999077934565953,0.0609357673306785,0.0,0.0005,719,11504,367.5755615234375,108.40112220000084,9.697012381000604,False,14,-0.3619636595289003,0.2133778714834186,2
3,20260722,17,-0.3135870216663315,0.208125587185135,0.0841043371707741,-0.3662587793732295,0.2094546167462048,0.0863618930433988,0.036992626430547,0.0,0.0005,719,12223,311.147216796875,108.45977670299908,9.842042959000535,True,17,-0.3662587793732295,0.2094546167462048,0
3,20260722,18,-0.3229284741927898,0.2075470059860881,0.0840827540810383,-0.3217069921765125,0.2196082812917973,0.0897291402856801,0.0451158157515528,0.0,0.0005,719,12942,339.44598388671875,108.49830669199946,9.686593504000484,False,17,-0.3662587793732295,0.2094546167462048,1
3,20260722,19,-0.3191911984933814,0.2076102243862137,0.0839651879363955,-0.3859469860823266,0.2098926872980512,0.0795971544924089,0.0272594480144179,0.0,0.0005,719,13661,432.7989501953125,108.50415172700012,9.644349059000888,True,19,-0.3859469860823266,0.2098926872980512,0
3,20260722,20,-0.3260877592228259,0.2063384272689962,0.0840049351692679,-0.3048136982556117,0.2243480331254328,0.0892637860935059,0.0599641444795731,0.0,0.0005,719,14380,335.01434326171875,108.19532676500056,9.74800513399896,False,19,-0.3859469860823266,0.2098926872980512,1
3,20260722,21,-0.3325344520885473,0.2075304143290298,0.084451162010648,-0.1759789458668757,0.2415553498504825,0.0737928390965083,0.0067586825023723,0.0,0.0005,719,15099,290.2618408203125,108.39687007000066,9.628728195999429,False,19,-0.3859469860823266,0.2098926872980512,2
3,20260722,22,-0.3268000572423942,0.2070552279141448,0.0829281370208785,-0.1445631029431963,0.2145314677138642,0.0770577858212267,0.0288560685205783,0.0,0.0005,719,15818,309.9517517089844,108.61020586599987,9.662832702000742,False,19,-0.3859469860823266,0.2098926872980512,3
3,20260722,23,-0.3370317787597964,0.2066045111905602,0.083579390475371,-0.3496778954779435,0.211708578420104,0.0933024154642689,0.0301963564066102,0.0,0.00025,719,16537,344.1451721191406,108.50750828499986,9.692087114999596,False,19,-0.3859469860823266,0.2098926872980512,4
3,20260722,24,-0.3751693951088926,0.2032263852664731,0.0807658851667945,-0.3744924381632978,0.2094607531984879,0.0754043761236721,0.0498169367143411,0.0,0.00025,719,17256,312.9212646484375,108.3551029270002,9.72628050000094,False,19,-0.3859469860823266,0.2098926872980512,5
3,20260722,25,-0.3791769727243166,0.2018417379497767,0.0775265925127106,-0.4045403904088461,0.2078919398570904,0.071089445477309,0.070851061658725,0.0,0.00025,719,17975,329.476318359375,108.53360305800015,9.653582969000126,True,25,-0.4045403904088461,0.2078919398570904,0
3,20260722,26,-0.3839139206333042,0.2017622605025226,0.0789858910043335,-0.3050423565337786,0.2108080766074293,0.0800845656402869,0.0519937708294509,0.0,0.00025,719,18694,409.9726867675781,108.3339040209994,9.69430954299969,False,25,-0.4045403904088461,0.2078919398570904,1
3,20260722,27,-0.378881925294792,0.2016018223539729,0.0798807795738693,-0.2340042513516854,0.2134927577609311,0.0801540942518525,0.058998689415652,0.0,0.00025,719,19413,265.8612670898437,108.3550419940002,9.720294452999951,False,25,-0.4045403904088461,0.2078919398570904,2
3,20260722,28,-0.3748901757507746,0.2021645700754587,0.0796547590388819,-0.4242926887434288,0.2054897761472082,0.0823704272833654,0.0609403538238938,0.0,0.00025,719,20132,293.91949462890625,108.40001971399944,9.621102855999196,True,28,-0.4242926887434288,0.2054897761472082,0
3,20260722,29,-0.3845709105528128,0.2020804567704342,0.0797560966934165,-0.3379379793587242,0.211127391339174,0.0647736600310577,0.01937288856624,0.0,0.00025,719,20851,274.3457946777344,108.53671756599942,9.70607692900012,False,28,-0.4242926887434288,0.2054897761472082,1
3,20260722,30,-0.3874845706087705,0.2005974429375041,0.0789933961843623,-0.351034181393313,0.2123613228833463,0.0777120892470039,0.0614866708496572,0.0,0.00025,719,21570,240.825927734375,108.40783606200056,9.623767807999684,False,28,-0.4242926887434288,0.2054897761472082,2
3,20260722,31,-0.3847502383248091,0.2014451692895442,0.0790818726717279,-0.3799176331201194,0.211349163417025,0.0748011314988854,0.0303464667154946,0.0,0.00025,719,22289,267.8973388671875,108.53280130600068,9.765184707999651,False,28,-0.4242926887434288,0.2054897761472082,3
3,20260722,32,-0.3885053670835524,0.200743670948251,0.0791124213274065,-0.3293120950725417,0.2146942550199318,0.0767409723781453,0.0591572219914313,0.0,0.000125,719,23008,342.2395324707031,108.4868720680006,9.587949169999774,False,28,-0.4242926887434288,0.2054897761472082,4
3,20260722,33,-0.4075149854058585,0.1996398196512114,0.0784771717996035,-0.4030851613685264,0.2064278762283681,0.0733155063493374,0.0520638632092953,0.0,0.000125,719,23727,327.2978515625,108.55841554200016,9.750284792000455,False,28,-0.4242926887434288,0.2054897761472082,5
3,20260722,34,-0.4102031194068856,0.1991950283907109,0.0776017454944262,-0.3365638152306726,0.2074705911671231,0.0722349300801667,0.0904502504087179,0.0,0.000125,719,24446,401.1792297363281,108.30346489199836,9.668936336000115,False,28,-0.4242926887434288,0.2054897761472082,6
3,20260722,35,-0.4107277816641559,0.1990437985611236,0.0768646249344629,-0.4330482762202162,0.2054321135433622,0.079023644278472,0.0843977065344545,0.0,0.000125,719,25165,294.6649169921875,108.40624419300002,9.689694824999606,True,35,-0.4330482762202162,0.2054321135433622,0
3,20260722,36,-0.4142310535573905,0.1985450113065511,0.0768625484120202,-0.3769531324018004,0.2084190742492261,0.0816403813045822,0.072597923135634,0.0,0.000125,719,25884,299.320068359375,108.41869870899971,9.618566670000291,False,35,-0.4330482762202162,0.2054321135433622,1
3,20260722,37,-0.4118978667291135,0.1986036631318412,0.0778757457191532,-0.4093912078203608,0.2073028683331703,0.0752955096340946,0.0510450903905092,0.0,0.000125,719,26603,246.8919219970703,108.52106605500012,9.613071150997712,False,35,-0.4330482762202162,0.2054321135433622,2
3,20260722,38,-0.4139039779452458,0.1985931125132943,0.0778068137814069,-0.374788346275249,0.2078803613931699,0.0725110917429491,0.0594231805151833,0.0,0.000125,719,27322,274.49908447265625,108.3736904239995,9.686729387001831,False,35,-0.4330482762202162,0.2054321135433622,3
3,20260722,39,-0.4194337334447791,0.1986460061296328,0.0782461303196373,-0.4206552680865956,0.2075775944300171,0.0778524079112754,0.0755376112806769,0.0,6.25e-05,719,28041,240.65884399414065,108.46528522400332,9.621624456998688,False,35,-0.4330482762202162,0.2054321135433622,4
3,20260722,40,-0.4262775272409648,0.1976390930730701,0.0761677724943867,-0.3300517176104874,0.2085056581003928,0.0737815342287587,0.0554371656678527,0.0,6.25e-05,719,28760,266.00933837890625,108.39401251299932,9.734696647999954,False,35,-0.4330482762202162,0.2054321135433622,5
3,20260722,41,-0.4267842101572586,0.1975947020122433,0.0777272684213518,-0.4367235609539295,0.2040762083940418,0.0826230939248582,0.0928594538110942,0.0,6.25e-05,719,29479,224.09996032714844,108.44848674700188,9.631002340000125,True,41,-0.4367235609539295,0.2040762083940418,0
3,20260722,42,-0.4231074152450522,0.1977913770365949,0.0773913020129329,-0.4468877588155668,0.2030423908657815,0.0796495611300138,0.0887757603625056,0.0,6.25e-05,719,30198,295.7060852050781,108.48042177099704,9.757294465998712,True,42,-0.4468877588155668,0.2030423908657815,0
3,20260722,43,-0.4285912463201179,0.1973667498584547,0.0775062559561208,-0.4434691832826923,0.2027351820031517,0.0752921253807445,0.0850346949329267,0.0,6.25e-05,719,30917,298.8507080078125,108.22455201499906,9.696608363999983,False,42,-0.4468877588155668,0.2030423908657815,1
3,20260722,44,-0.4267405050204263,0.1975322480065893,0.0777005683504057,-0.4061967030878068,0.2062408783603763,0.0752314485137944,0.0613101455577849,0.0,6.25e-05,719,31636,227.6810302734375,108.475067217998,9.806519129997469,False,42,-0.4468877588155668,0.2030423908657815,2
3,20260722,45,-0.4281321218405258,0.1972476950473617,0.0767408400494219,-0.3365987460572727,0.2093768181363541,0.0728117821479242,0.0508140315238742,0.0,6.25e-05,719,32355,252.6781005859375,108.43285857999945,9.714921283997684,False,42,-0.4468877588155668,0.2030423908657815,3
3,20260722,46,-0.432500534184048,0.1969592609474517,0.0774970422599171,-0.4421266181890375,0.203756423391965,0.0772317589150675,0.0779112899059481,0.0,3.125e-05,719,33074,222.3993682861328,108.45096765700146,9.693221104000258,False,42,-0.4468877588155668,0.2030423908657815,4
3,20260722,47,-0.4373964944595049,0.1967781437141853,0.0755393204083554,-0.4451018225146994,0.2029102996007137,0.0773908145794185,0.0943144156566581,0.0,3.125e-05,719,33793,241.1630859375,108.3362526580022,9.832290018999627,False,42,-0.4468877588155668,0.2030423908657815,5
3,20260722,48,-0.4352903743351384,0.1965965819629629,0.0768538237381663,-0.4230279133428051,0.2069137804232405,0.0762725483003978,0.0803074271324035,0.0,3.125e-05,719,34512,252.0636138916016,108.5719486550006,9.642570558000443,False,42,-0.4468877588155668,0.2030423908657815,6
3,20260722,49,-0.438726604585233,0.1966473904327751,0.0755703782654297,-0.3885573667814573,0.2066973255005478,0.0747195271400404,0.0614516741131619,0.0,3.125e-05,719,35231,299.86431884765625,108.44875516200044,9.674984323999524,False,42,-0.4468877588155668,0.2030423908657815,7
3,20260722,50,-0.440097385405426,0.1967410302218549,0.0764285262608547,-0.4089947175113355,0.209155749237422,0.077232690654442,0.0718307414496923,0.0,1.5625e-05,719,35950,284.7914123535156,108.56401046999964,9.643752943000436,False,42,-0.4468877588155668,0.2030423908657815,8
3,20260722,51,-0.4427573586997035,0.1965818596853067,0.075728552872083,-0.4302929860023391,0.2045904463554127,0.0758245552924104,0.0787892913585757,0.0,1.5625e-05,719,36669,213.65521240234372,108.36757014600153,9.754854638002143,False,42,-0.4468877588155668,0.2030423908657815,9
3,20260722,52,-0.4421475468689269,0.1962991980099956,0.0757479515964046,-0.4211119936646975,0.2062000013069768,0.0724776352688742,0.0694805356718177,0.0,1.5625e-05,719,37388,212.74131774902344,108.56366856599924,9.65833317600118,False,42,-0.4468877588155668,0.2030423908657815,10
