volume_id,paper1_split,paper2_role,assignment_seed,assignment_algorithm,locked,test_designation
file_brain_AXT2_208_2080611,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_209_6001384,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_209_6001459,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_2100135,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_2100276,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_2100288,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_2100306,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_2100368,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_6001524,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_6001651,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_6001906,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_210_6001941,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
